surface	lemma	feats	source
derails	derail	PL	lexicon
derailed	derail	PPART	lexicon
derails	derail	TSG	lexicon
derailleurs	derailleur	PL	lexicon
derailments	derailment	PL	lexicon
deranging	derange	ING	lexicon
deranged	derange	PAST	lexicon
deranged	derange	PPART	lexicon
deranges	derange	TSG	lexicon
derangements	derangement	PL	lexicon
derating	derate	ING	lexicon
derated	derate	PAST	lexicon
derated	derate	PPART	lexicon
derates	derate	TSG	lexicon
derbies	derby	PL	lexicon
derer	dere	ER	promoted
derely	dere	LY	promoted
deres	dere	PL	promoted
derecognizing	derecognize	ING	lexicon
derecognized	derecognize	PAST	lexicon
derecognized	derecognize	PPART	lexicon
derecognizes	derecognize	TSG	lexicon
dereferenced	dereference	PAST	promoted
deregistering	deregister	ING	promoted
deregulating	deregulate	ING	lexicon
deregulated	deregulate	PAST	lexicon
deregulated	deregulate	PPART	lexicon
deregulates	deregulate	TSG	lexicon
deregulations	deregulation	PL	lexicon
derelicts	derelict	PL	lexicon
derelictions	dereliction	PL	lexicon
derequisitioning	derequisition	ING	lexicon
derequisitioned	derequisition	PAST	lexicon
derequisitioned	derequisition	PPART	lexicon
derequisitions	derequisition	TSG	lexicon
derestricting	derestrict	ING	lexicon
derestricted	derestrict	PAST	lexicon
derestricted	derestrict	PPART	lexicon
derestricts	derestrict	TSG	lexicon
derider	deride	ER	promoted
deridest	deride	EST	promoted
deriding	deride	ING	lexicon
derided	deride	PAST	lexicon
derided	deride	PPART	lexicon
derides	deride	TSG	lexicon
derisions	derision	PL	lexicon
derisivenesses	derisiveness	PL	lexicon
deriued	deriue	PAST	promoted
derivs	deriv	PL	promoted
derivations	derivation	PL	lexicon
derivatively	derivative	LY	promoted
derivatives	derivative	PL	lexicon
deriving	derive	ING	lexicon
derived	derive	PAST	lexicon
derived	derive	PPART	lexicon
derives	derive	TSG	lexicon
dermer	derm	ER	promoted
derms	derm	PL	promoted
dermas	derma	PL	lexicon
dermaplaning	dermaplane	ING	promoted
dermatitises	dermatitis	PL	lexicon
dermatologists	dermatologist	PL	lexicon
dermatologies	dermatology	PL	lexicon
dermatomes	dermatome	PL	lexicon
dermises	dermis	PL	lexicon
derniers	dernier	PL	promoted
derogating	derogate	ING	lexicon
derogated	derogate	PAST	lexicon
derogated	derogate	PPART	lexicon
derogates	derogate	TSG	lexicon
derogations	derogation	PL	lexicon
derogatively	derogative	LY	promoted
derricking	derrick	ING	lexicon
derricked	derrick	PAST	lexicon
derricks	derrick	PL	lexicon
derricked	derrick	PPART	lexicon
derricks	derrick	TSG	lexicon
derrieres	derriere	PL	lexicon
derringers	derringer	PL	lexicon
derrises	derris	PL	lexicon
dervises	dervise	PL	promoted
dervishes	dervish	PL	lexicon
desing	des	ING	promoted
dess	des	PL	promoted
desalinating	desalinate	ING	lexicon
desalinated	desalinate	PAST	lexicon
desalinated	desalinate	PPART	lexicon
desalinates	desalinate	TSG	lexicon
desalinations	desalination	PL	lexicon
desalinizations	desalinization	PL	lexicon
desalinizing	desalinize	ING	lexicon
desalinized	desalinize	PAST	lexicon
desalinized	desalinize	PPART	lexicon
desalinizes	desalinize	TSG	lexicon
desalting	desalt	ING	lexicon
desalted	desalt	PAST	lexicon
desalted	desalt	PPART	lexicon
desalts	desalt	TSG	lexicon
desarted	desart	PAST	promoted
desarved	desarve	PAST	promoted
desaturases	desaturase	PL	promoted
desaturating	desaturate	ING	promoted
desaturated	desaturate	PAST	promoted
desaturations	desaturation	PL	promoted
descaler	descale	ER	promoted
descaling	descale	ING	lexicon
descaled	descale	PAST	lexicon
descaled	descale	PPART	lexicon
descales	descale	TSG	lexicon
descanting	descant	ING	lexicon
descanted	descant	PAST	lexicon
descants	descant	PL	lexicon
descanted	descant	PPART	lexicon
descants	descant	TSG	lexicon
descending	descend	ING	lexicon
descended	descend	PAST	lexicon
descended	descend	PPART	lexicon
descends	descend	TSG	lexicon
descendants	descendant	PL	lexicon
descendents	descendent	PL	lexicon
descents	descent	PL	lexicon
description	describe	ACTION	derivation
descriptions	describe	ACTION+PL	derivation
describest	describe	EST	promoted
describing	describe	ING	agid
described	describe	PAST	agid
described	describe	PPART	agid
describes	describe	TSG	agid
describers	describer	PL	lexicon
descriptivenesses	descriptiveness	PL	lexicon
descrying	descry	ING	lexicon
descried	descry	PAST	lexicon
descried	descry	PPART	lexicon
descries	descry	TSG	lexicon
deser	dese	ER	promoted
deseed	dese	PAST	promoted
deseases	desease	PL	promoted
desecrating	desecrate	ING	lexicon
desecrated	desecrate	PAST	lexicon
desecrated	desecrate	PPART	lexicon
desecrates	desecrate	TSG	lexicon
desecrations	desecration	PL	lexicon
desegregating	desegregate	ING	lexicon
desegregated	desegregate	PAST	lexicon
desegregated	desegregate	PPART	lexicon
desegregates	desegregate	TSG	lexicon
desegregations	desegregation	PL	lexicon
desensitisations	desensitisation	PL	lexicon
desensitising	desensitise	ING	promoted
desensitised	desensitise	PAST	promoted
desensitizations	desensitization	PL	lexicon
desensitizing	desensitize	ING	lexicon
desensitized	desensitize	PAST	lexicon
desensitized	desensitize	PPART	lexicon
desensitizes	desensitize	TSG	lexicon
deserializing	deserialize	ING	promoted
deserialized	deserialize	PAST	promoted
deserts	desert	PL	agid
deserting	deserte	ING	promoted
deserted	deserte	PAST	promoted
desertes	deserte	PL	promoted
deserters	deserter	PL	lexicon
desertions	desertion	PL	lexicon
deseruing	deserue	ING	promoted
deserues	deserue	PL	promoted
deservest	deserve	EST	promoted
deserving	deserve	ING	agid
deserved	deserve	PAST	agid
deserved	deserve	PPART	agid
deserves	deserve	TSG	agid
deservingnesses	deservingness	PL	lexicon
desexing	desex	ING	lexicon
desexed	desex	PAST	lexicon
desexed	desex	PPART	lexicon
desexes	desex	TSG	lexicon
desexualizing	desexualize	ING	lexicon
desexualized	desexualize	PAST	lexicon
desexualized	desexualize	PPART	lexicon
desexualizes	desexualize	TSG	lexicon
deshabilles	deshabille	PL	lexicon
desier	desi	ER	promoted
desis	desi	PL	promoted
desiccants	desiccant	PL	lexicon
desiccating	desiccate	ING	lexicon
desiccated	desiccate	PAST	lexicon
desiccated	desiccate	PPART	lexicon
desiccates	desiccate	TSG	lexicon
desiccations	desiccation	PL	lexicon
desiccators	desiccator	PL	lexicon
desiderata	desideratum	PL	lexicon
desiging	desig	ING	promoted
desiged	desig	PAST	promoted
designing	design	ING	agid
designed	design	PAST	agid
designes	design	PL	promoted
designed	design	PPART	agid
designs	design	TSG	agid
designating	designate	ING	lexicon
designated	designate	PAST	lexicon
designated	designate	PPART	lexicon
designates	designate	TSG	lexicon
designations	designation	PL	lexicon
designers	designer	PL	lexicon
desirs	desir	PL	promoted
desirabilities	desirability	PL	lexicon
desirables	desirable	PL	lexicon
desirablenesses	desirableness	PL	lexicon
desirest	desire	EST	promoted
desiring	desire	ING	agid
desired	desire	PAST	agid
desired	desire	PPART	agid
desires	desire	TSG	agid
desireing	desiree	ING	promoted
desisting	desist	ING	lexicon
desisted	desist	PAST	lexicon
desisted	desist	PPART	lexicon
desists	desist	TSG	lexicon
desking	desk	ING	promoted
desks	desk	PL	agid
deskmen	deskman	PL	lexicon
desktops	desktop	PL	lexicon
desmids	desmid	PL	lexicon
desnudas	desnuda	PL	promoted
desolating	desolate	ING	lexicon
desolately	desolate	LY	promoted
desolated	desolate	PAST	lexicon
desolated	desolate	PPART	lexicon
desolates	desolate	TSG	lexicon
desolatenesses	desolateness	PL	lexicon
desolations	desolation	PL	lexicon
desoldering	desolder	ING	promoted
desoldered	desolder	PAST	promoted
desorptions	desorption	PL	lexicon
despairing	despair	ING	lexicon
despaired	despair	PAST	lexicon
despairs	despair	PL	lexicon
despaired	despair	PPART	lexicon
despairs	despair	TSG	lexicon
desparately	desparate	LY	promoted
despatcher	despatch	ER	promoted
despatching	despatch	ING	lexicon
despatched	despatch	PAST	lexicon
despatches	despatch	PL	lexicon
despatched	despatch	PPART	lexicon
despatches	despatch	TSG	lexicon
desperadoes	desperado	PL	lexicon
desperately	desperate	LY	derivation
desperatenesses	desperateness	PL	lexicon
desperations	desperation	PL	lexicon
despicablenesses	despicableness	PL	lexicon
despisals	despisal	PL	lexicon
despiser	despise	ER	promoted
despisest	despise	EST	promoted
despising	despise	ING	lexicon
despised	despise	PAST	lexicon
despised	despise	PPART	lexicon
despises	despise	TSG	lexicon
despoiling	despoil	ING	lexicon
despoiled	despoil	PAST	lexicon
despoiled	despoil	PPART	lexicon
despoils	despoil	TSG	lexicon
despoilers	despoiler	PL	lexicon
despoilments	despoilment	PL	lexicon
despoliations	despoliation	PL	lexicon
despondences	despondence	PL	lexicon
despondencies	despondency	PL	lexicon
despots	despot	PL	lexicon
despotisms	despotism	PL	lexicon
despres	despre	PL	promoted
desquamating	desquamate	ING	lexicon
desquamated	desquamate	PAST	lexicon
desquamated	desquamate	PPART	lexicon
desquamates	desquamate	TSG	lexicon
dessas	dessa	PL	promoted
desserts	dessert	PL	lexicon
dessertspoons	dessertspoon	PL	lexicon
dessertspoonfuls	dessertspoonful	PL	lexicon
dessiatines	dessiatine	PL	lexicon
dessicated	dessicate	PAST	promoted
destabilises	destabilise	PL	promoted
destabilizations	destabilization	PL	lexicon
destabilizing	destabilize	ING	lexicon
destabilized	destabilize	PAST	lexicon
destabilized	destabilize	PPART	lexicon
destabilizes	destabilize	TSG	lexicon
destigmatizing	destigmatize	ING	promoted
destinations	destination	PL	lexicon
destining	destine	ING	lexicon
destined	destine	PAST	lexicon
destined	destine	PPART	lexicon
destines	destine	TSG	lexicon
destinies	destiny	PL	lexicon
destituting	destitute	ING	lexicon
destituted	destitute	PAST	lexicon
destituted	destitute	PPART	lexicon
destitutes	destitute	TSG	lexicon
destitutions	destitution	PL	lexicon
destressing	destress	ING	promoted
destroying	destroy	ING	agid
destroyed	destroy	PAST	agid
destroyed	destroy	PPART	agid
destroys	destroy	TSG	agid
destroyest	destroye	EST	promoted
destroyers	destroyer	PL	lexicon
destructing	destruct	ING	lexicon
destructed	destruct	PAST	lexicon
destructs	destruct	PL	lexicon
destructed	destruct	PPART	lexicon
destructs	destruct	TSG	lexicon
destructibilities	destructibility	PL	lexicon
destructions	destruction	PL	lexicon
destructivenesses	destructiveness	PL	lexicon
desuetudes	desuetude	PL	lexicon
desynchronized	desynchronize	PAST	promoted
desyring	desyre	ING	promoted
dets	det	PL	promoted
detaching	detach	ING	lexicon
detached	detach	PAST	lexicon
detached	detach	PPART	lexicon
detaches	detach	TSG	lexicon
detachables	detachable	PL	promoted
detachments	detachment	PL	lexicon
detailer	detail	ER	promoted
detailing	detail	ING	promoted
detailed	detail	PAST	promoted
details	detail	PL	agid
detaining	detain	ING	agid
detained	detain	PAST	agid
detained	detain	PPART	agid
detains	detain	TSG	agid
detainer	detaine	ER	promoted
detainees	detainee	PL	lexicon
detainments	detainment	PL	lexicon
detanglers	detangler	PL	promoted
detecter	detect	ER	promoted
detecting	detect	ING	lexicon
detected	detect	PAST	lexicon
detected	detect	PPART	lexicon
detects	detect	TSG	lexicon
detections	detection	PL	lexicon
detectives	detective	PL	lexicon
detectors	detector	PL	lexicon
detents	detent	PL	lexicon
detented	detente	PAST	promoted
detentes	detente	PL	lexicon
detentions	detention	PL	lexicon
deterring	deter	ING	lexicon
deterred	deter	PAST	lexicon
deterred	deter	PPART	lexicon
deters	deter	TSG	lexicon
detergences	detergence	PL	lexicon
detergencies	detergency	PL	lexicon
detergents	detergent	PL	lexicon
deteriorating	deteriorate	ING	lexicon
deteriorated	deteriorate	PAST	lexicon
deteriorated	deteriorate	PPART	lexicon
deteriorates	deteriorate	TSG	lexicon
deteriorations	deterioration	PL	lexicon
determents	determent	PL	lexicon
determinants	determinant	PL	lexicon
determinating	determinate	ING	lexicon
determinately	determinate	LY	promoted
determinated	determinate	PAST	lexicon
determinated	determinate	PPART	lexicon
determinates	determinate	TSG	lexicon
determinatenesses	determinateness	PL	lexicon
determinations	determination	PL	lexicon
determinatives	determinative	PL	lexicon
determining	determine	ING	agid
determined	determine	PAST	agid
determined	determine	PPART	agid
determines	determine	TSG	agid
determiners	determiner	PL	lexicon
determinisms	determinism	PL	lexicon
determinists	determinist	PL	lexicon
deterrences	deterrence	PL	lexicon
deterrents	deterrent	PL	lexicon
detesting	detest	ING	lexicon
detested	detest	PAST	lexicon
detested	detest	PPART	lexicon
detests	detest	TSG	lexicon
detestations	detestation	PL	lexicon
dethroning	dethrone	ING	lexicon
dethroned	dethrone	PAST	lexicon
dethroned	dethrone	PPART	lexicon
dethrones	dethrone	TSG	lexicon
dethronements	dethronement	PL	lexicon
detonating	detonate	ING	lexicon
detonated	detonate	PAST	lexicon
detonated	detonate	PPART	lexicon
detonates	detonate	TSG	lexicon
detonations	detonation	PL	lexicon
detonators	detonator	PL	lexicon
detouring	detour	ING	lexicon
detoured	detour	PAST	lexicon
detours	detour	PL	lexicon
detoured	detour	PPART	lexicon
detours	detour	TSG	lexicon
detoxing	detox	ING	lexicon
detoxed	detox	PAST	lexicon
detoxes	detox	PL	lexicon
detoxed	detox	PPART	lexicon
detoxes	detox	TSG	lexicon
detoxicating	detoxicate	ING	lexicon
detoxicated	detoxicate	PAST	lexicon
detoxicated	detoxicate	PPART	lexicon
detoxicates	detoxicate	TSG	lexicon
detoxifications	detoxification	PL	lexicon
detoxifiers	detoxifier	PL	promoted
detoxifying	detoxify	ING	lexicon
detoxified	detoxify	PAST	lexicon
detoxified	detoxify	PPART	lexicon
detoxifies	detoxify	TSG	lexicon
detracting	detract	ING	lexicon
detracted	detract	PAST	lexicon
detracted	detract	PPART	lexicon
detracts	detract	TSG	lexicon
detractions	detraction	PL	lexicon
detractors	detractor	PL	lexicon
detraining	detrain	ING	lexicon
detrained	detrain	PAST	lexicon
detrained	detrain	PPART	lexicon
detrains	detrain	TSG	lexicon
detribalizations	detribalization	PL	lexicon
detribalizing	detribalize	ING	lexicon
detribalized	detribalize	PAST	lexicon
detribalized	detribalize	PPART	lexicon
detribalizes	detribalize	TSG	lexicon
detriments	detriment	PL	lexicon
detrimentally	detrimental	LY	promoted
detrimentals	detrimental	PL	lexicon
detritions	detrition	PL	lexicon
dettes	dette	PL	promoted
detuning	detune	ING	promoted
deuced	deuce	PAST	promoted
deuces	deuce	PL	lexicon
deuided	deuide	PAST	promoted
deuising	deuise	ING	promoted
deused	deuse	PAST	promoted
deuter	deut	ER	promoted
deuteranopias	deuteranopia	PL	lexicon
deuteriums	deuterium	PL	lexicon
deuterons	deuteron	PL	lexicon
deutsches	deutsche	PL	promoted
deutschlands	deutschland	PL	promoted
deutzias	deutzia	PL	lexicon
devadasis	devadasi	PL	promoted
devaluating	devaluate	ING	lexicon
devaluated	devaluate	PAST	lexicon
devaluated	devaluate	PPART	lexicon
devaluates	devaluate	TSG	lexicon
devaluations	devaluation	PL	lexicon
devaluing	devalue	ING	lexicon
devalued	devalue	PAST	lexicon
devalued	devalue	PPART	lexicon
devalues	devalue	TSG	lexicon
devants	devant	PL	promoted
devastating	devastate	ING	lexicon
devastated	devastate	PAST	lexicon
devastated	devastate	PPART	lexicon
devastates	devastate	TSG	lexicon
devastations	devastation	PL	lexicon
devastators	devastator	PL	lexicon
devatas	devata	PL	promoted
devest	deve	EST	promoted
deveining	devein	ING	promoted
deveined	devein	PAST	promoted
develes	devel	PL	promoted
development	develop	ACTION	derivation
developments	develop	ACTION+PL	derivation
developing	develop	ING	agid
developed	develop	PAST	agid
developes	develop	PL	promoted
developed	develop	PPART	agid
develops	develop	TSG	agid
developements	developement	PL	promoted
developers	developer	PL	lexicon
developmentalists	developmentalist	PL	promoted
developpers	developper	PL	promoted
devis	devi	PL	promoted
deviances	deviance	PL	lexicon
deviancies	deviancy	PL	lexicon
deviants	deviant	PL	lexicon
deviating	deviate	ING	lexicon
deviated	deviate	PAST	lexicon
deviates	deviate	PL	lexicon
deviated	deviate	PPART	lexicon
deviates	deviate	TSG	lexicon
deviations	deviation	PL	lexicon
deviationisms	deviationism	PL	lexicon
deviationists	deviationist	PL	lexicon
devices	device	PL	agid
devided	devide	PAST	promoted
deviling	devil	ING	lexicon
deviled	devil	PAST	lexicon
devils	devil	PL	lexicon
deviled	devil	PPART	lexicon
devils	devil	TSG	lexicon
devilishnesses	devilishness	PL	lexicon
devills	devill	PL	promoted
devilling	deville	ING	promoted
devilled	deville	PAST	promoted
devilments	devilment	PL	lexicon
devilries	devilry	PL	lexicon
deviltries	deviltry	PL	lexicon
devilwoods	devilwood	PL	lexicon
devins	devin	PL	promoted
deviousnesses	deviousness	PL	lexicon
devisals	devisal	PL	lexicon
devising	devise	ING	lexicon
devised	devise	PAST	lexicon
devises	devise	PL	lexicon
devised	devise	PPART	lexicon
devises	devise	TSG	lexicon
devisees	devisee	PL	lexicon
devisers	deviser	PL	lexicon
devitalisations	devitalisation	PL	lexicon
devitalising	devitalise	ING	lexicon
devitalised	devitalise	PAST	lexicon
devitalised	devitalise	PPART	lexicon
devitalises	devitalise	TSG	lexicon
devitalizations	devitalization	PL	lexicon
devitalizing	devitalize	ING	lexicon
devitalized	devitalize	PAST	lexicon
devitalized	devitalize	PPART	lexicon
devitalizes	devitalize	TSG	lexicon
devitrifying	devitrify	ING	lexicon
devitrified	devitrify	PAST	lexicon
devitrified	devitrify	PPART	lexicon
devitrifies	devitrify	TSG	lexicon
devoicing	devoice	ING	lexicon
devoiced	devoice	PAST	lexicon
devoiced	devoice	PPART	lexicon
devoices	devoice	TSG	lexicon
devoirs	devoir	PL	lexicon
devolutions	devolution	PL	lexicon
devolving	devolve	ING	lexicon
devolved	devolve	PAST	lexicon
devolved	devolve	PPART	lexicon
devolves	devolve	TSG	lexicon
devolvements	devolvement	PL	lexicon
devons	devon	PL	promoted
devoting	devote	ING	lexicon
devoted	devote	PAST	lexicon
devoted	devote	PPART	lexicon
devotes	devote	TSG	lexicon
devotednesses	devotedness	PL	lexicon
devotees	devotee	PL	lexicon
devotions	devotion	PL	lexicon
devotionally	devotional	LY	promoted
devotionals	devotional	PL	lexicon
devouring	devour	ING	lexicon
devoured	devour	PAST	lexicon
devoured	devour	PPART	lexicon
devours	devour	TSG	lexicon
devourers	devourer	PL	lexicon
devouter	devout	ER	lexicon
devoutest	devout	EST	lexicon
devoutnesses	devoutness	PL	lexicon
devysed	devyse	PAST	promoted
dewing	dew	ING	lexicon
dewed	dew	PAST	lexicon
dews	dew	PL	lexicon
dewed	dew	PPART	lexicon
dews	dew	TSG	lexicon
dewars	dewar	PL	promoted
dewatering	dewater	ING	promoted
dewatered	dewater	PAST	promoted
dewberries	dewberry	PL	lexicon
dewclaws	dewclaw	PL	lexicon
dewdrops	dewdrop	PL	lexicon
dewes	dewe	PL	promoted
dewinesses	dewiness	PL	lexicon
dewlaps	dewlap	PL	lexicon
dewormings	deworming	PL	promoted
dewpoints	dewpoint	PL	promoted
dewier	dewy	ER	lexicon
dewiest	dewy	EST	lexicon
dexes	dex	PL	promoted
dexamethasones	dexamethasone	PL	lexicon
dexterities	dexterity	PL	lexicon
dexterousnesses	dexterousness	PL	lexicon
dextrally	dextral	LY	promoted
dextralities	dextrality	PL	lexicon
dextroglucoses	dextroglucose	PL	lexicon
