surface	lemma	feats	source
mistletoes	mistletoe	PL	lexicon
mistrals	mistral	PL	lexicon
mistranslating	mistranslate	ING	lexicon
mistranslated	mistranslate	PAST	lexicon
mistranslated	mistranslate	PPART	lexicon
mistranslates	mistranslate	TSG	lexicon
mistranslations	mistranslation	PL	lexicon
mistreating	mistreat	ING	lexicon
mistreated	mistreat	PAST	lexicon
mistreated	mistreat	PPART	lexicon
mistreats	mistreat	TSG	lexicon
mistreatments	mistreatment	PL	lexicon
mistresses	mistress	PL	lexicon
mistrials	mistrial	PL	lexicon
mistrusting	mistrust	ING	lexicon
mistrusted	mistrust	PAST	lexicon
mistrusts	mistrust	PL	lexicon
mistrusted	mistrust	PPART	lexicon
mistrusts	mistrust	TSG	lexicon
mistier	misty	ER	lexicon
mistiest	misty	EST	lexicon
misunderstanding	misunderstand	ING	lexicon
misunderstood	misunderstand	PAST	lexicon
misunderstood	misunderstand	PPART	lexicon
misunderstands	misunderstand	TSG	lexicon
misunderstandings	misunderstanding	PL	lexicon
misusing	misuse	ING	lexicon
misused	misuse	PAST	lexicon
misuses	misuse	PL	lexicon
misused	misuse	PPART	lexicon
misuses	misuse	TSG	lexicon
mitchells	mitchell	PL	promoted
mites	mite	PL	lexicon
mitering	miter	ING	lexicon
mitered	miter	PAST	lexicon
miters	miter	PL	lexicon
mitered	miter	PPART	lexicon
miters	miter	TSG	lexicon
miterworts	miterwort	PL	lexicon
mithras	mithra	PL	promoted
mitigating	mitigate	ING	lexicon
mitigated	mitigate	PAST	lexicon
mitigated	mitigate	PPART	lexicon
mitigates	mitigate	TSG	lexicon
mitigations	mitigation	PL	lexicon
mitos	mito	PL	promoted
mitochondria	mitochondrion	PL	lexicon
mitogens	mitogen	PL	promoted
mitoses	mitosis	PL	lexicon
mitring	mitre	ING	lexicon
mitred	mitre	PAST	lexicon
mitres	mitre	PL	lexicon
mitred	mitre	PPART	lexicon
mitres	mitre	TSG	lexicon
mitreworts	mitrewort	PL	lexicon
mitter	mitt	ER	promoted
mitting	mitt	ING	promoted
mitts	mitt	PL	lexicon
mitted	mitte	PAST	promoted
mittees	mittee	PL	promoted
mittels	mittel	PL	promoted
mittened	mitten	PAST	promoted
mittens	mitten	PL	lexicon
mixing	mix	ING	agid
mixed	mix	PAST	agid
mixed	mix	PPART	agid
mixes	mix	TSG	agid
mixers	mixer	PL	lexicon
mixins	mixin	PL	promoted
mixologists	mixologist	PL	lexicon
mixts	mixt	PL	promoted
mixter	mixte	ER	promoted
mixtures	mixture	PL	agid
mizens	mizen	PL	lexicon
mizenmasts	mizenmast	PL	lexicon
mizzens	mizzen	PL	lexicon
mizzenmasts	mizzenmast	PL	lexicon
mizzling	mizzle	ING	lexicon
mizzled	mizzle	PAST	lexicon
mizzles	mizzle	PL	lexicon
mizzled	mizzle	PPART	lexicon
mizzles	mizzle	TSG	lexicon
mlas	mla	PL	promoted
mlms	mlm	PL	promoted
mlps	mlp	PL	promoted
mmos	mmo	PL	promoted
mmoles	mmol	PL	promoted
mnemonics	mnemonic	PL	lexicon
mo'ning	mo'n	ING	promoted
moas	moa	PL	lexicon
moaning	moan	ING	lexicon
moaned	moan	PAST	lexicon
moans	moan	PL	lexicon
moaned	moan	PPART	lexicon
moans	moan	TSG	lexicon
moaners	moaner	PL	lexicon
moated	moat	PAST	promoted
moats	moat	PL	lexicon
mobs	mob	PL	agid
mobcaps	mobcap	PL	lexicon
mobily	mobi	LY	promoted
mobiling	mobile	ING	promoted
mobiles	mobile	PL	lexicon
mobilising	mobilis	ING	promoted
mobilised	mobilis	PAST	promoted
mobilises	mobilis	PL	promoted
mobilisations	mobilisation	PL	lexicon
mobilities	mobility	PL	lexicon
mobilizations	mobilization	PL	lexicon
mobilizing	mobilize	ING	lexicon
mobilized	mobilize	PAST	lexicon
mobilized	mobilize	PPART	lexicon
mobilizes	mobilize	TSG	lexicon
mobilizers	mobilizer	PL	lexicon
mobled	moble	PAST	promoted
mobos	mobo	PL	promoted
mobsters	mobster	PL	lexicon
mocs	moc	PL	promoted
mocassins	mocassin	PL	promoted
moccasined	moccasin	PAST	promoted
moccasins	moccasin	PL	lexicon
moccasons	moccason	PL	promoted
mochas	mocha	PL	lexicon
mocking	mock	ING	lexicon
mocked	mock	PAST	lexicon
mocks	mock	PL	lexicon
mocked	mock	PPART	lexicon
mocks	mock	TSG	lexicon
mockest	mocke	EST	promoted
mockes	mocke	PL	promoted
mockers	mocker	PL	lexicon
mockernuts	mockernut	PL	lexicon
mockersons	mockerson	PL	promoted
mockeries	mockery	PL	lexicon
mockingbirds	mockingbird	PL	lexicon
mockumentaries	mockumentary	PL	promoted
mockups	mockup	PL	lexicon
moder	mod	ER	lexicon
modest	mod	EST	lexicon
mods	mod	PL	lexicon
modally	modal	LY	promoted
modals	modal	PL	lexicon
modalities	modality	PL	lexicon
moding	mode	ING	promoted
modely	mode	LY	promoted
moded	mode	PAST	promoted
modes	mode	PL	lexicon
models	model	PL	agid
modeled	modele	PAST	promoted
modelers	modeler	PL	lexicon
modelled	modell	PAST	promoted
modellers	modeller	PL	lexicon
modellings	modelling	PL	promoted
modelos	modelo	PL	promoted
modeming	modem	ING	lexicon
modemed	modem	PAST	lexicon
modems	modem	PL	lexicon
modemed	modem	PPART	lexicon
modems	modem	TSG	lexicon
moderating	moderate	ING	promoted
moderately	moderate	LY	derivation
moderated	moderate	PAST	promoted
moderatenesses	moderateness	PL	lexicon
moderations	moderation	PL	lexicon
moderators	moderator	PL	lexicon
moderatorships	moderatorship	PL	lexicon
modernas	moderna	PL	promoted
modernis	moderni	PL	promoted
modernisations	modernisation	PL	lexicon
moderniser	modernise	ER	promoted
modernises	modernise	PL	promoted
modernisms	modernism	PL	lexicon
modernists	modernist	PL	lexicon
modernities	modernity	PL	lexicon
modernizations	modernization	PL	lexicon
modernizing	modernize	ING	lexicon
modernized	modernize	PAST	lexicon
modernized	modernize	PPART	lexicon
modernizes	modernize	TSG	lexicon
modernizers	modernizer	PL	lexicon
modernnesses	modernness	PL	lexicon
modernos	moderno	PL	promoted
modester	modest	ER	lexicon
modestest	modest	EST	lexicon
modesties	modesty	PL	lexicon
modicums	modicum	PL	lexicon
modifications	modification	PL	lexicon
modifiers	modifier	PL	lexicon
modifying	modify	ING	lexicon
modified	modify	PAST	lexicon
modified	modify	PPART	lexicon
modifies	modify	TSG	lexicon
modillions	modillion	PL	lexicon
modishnesses	modishness	PL	lexicon
modistes	modiste	PL	lexicon
modos	modo	PL	promoted
modpacks	modpack	PL	promoted
modularly	modular	LY	promoted
modulars	modular	PL	lexicon
modularised	modularis	PAST	promoted
modularizing	modularize	ING	promoted
modulating	modulate	ING	lexicon
modulated	modulate	PAST	lexicon
modulated	modulate	PPART	lexicon
modulates	modulate	TSG	lexicon
modulations	modulation	PL	lexicon
modulators	modulator	PL	lexicon
modules	module	PL	lexicon
moduli	modulus	PL	lexicon
moes	moe	PL	promoted
moehler	moehle	ER	promoted
moens	moen	PL	promoted
moguls	mogul	PL	lexicon
moher	moh	ER	promoted
mohairs	mohair	PL	lexicon
mohammedans	mohammedan	PL	promoted
mohawked	mohawk	PAST	promoted
mohawks	mohawk	PL	promoted
mohels	mohel	PL	promoted
mohicans	mohican	PL	promoted
moieties	moiety	PL	lexicon
moiling	moil	ING	lexicon
moiled	moil	PAST	lexicon
moils	moil	PL	lexicon
moiled	moil	PPART	lexicon
moils	moil	TSG	lexicon
moires	moire	PL	lexicon
moissanites	moissanite	PL	promoted
moister	moist	ER	lexicon
moistest	moist	EST	lexicon
moistening	moisten	ING	lexicon
moistened	moisten	PAST	lexicon
moistened	moisten	PPART	lexicon
moistens	moisten	TSG	lexicon
moisteners	moistener	PL	lexicon
moistnesses	moistness	PL	lexicon
moistures	moisture	PL	lexicon
moisturizing	moisturize	ING	lexicon
moisturized	moisturize	PAST	lexicon
moisturized	moisturize	PPART	lexicon
moisturizes	moisturize	TSG	lexicon
moisturizers	moisturizer	PL	lexicon
mojarras	mojarra	PL	lexicon
mokes	moke	PL	lexicon
mols	mol	PL	lexicon
molas	mola	PL	lexicon
molars	molar	PL	lexicon
molarities	molarity	PL	lexicon
molasseses	molasses	PL	lexicon
molding	mold	ING	lexicon
molded	mold	PAST	lexicon
molds	mold	PL	lexicon
molded	mold	PPART	lexicon
molds	mold	TSG	lexicon
moldboards	moldboard	PL	lexicon
moldering	molder	ING	lexicon
moldered	molder	PAST	lexicon
molders	molder	PL	lexicon
moldered	molder	PPART	lexicon
molders	molder	TSG	lexicon
moldinesses	moldiness	PL	lexicon
moldings	molding	PL	lexicon
moldier	moldy	ER	lexicon
moldiest	moldy	EST	lexicon
moler	mole	ER	promoted
moling	mole	ING	promoted
moles	mole	PL	lexicon
molecularities	molecularity	PL	lexicon
molecules	molecule	PL	agid
molehills	molehill	PL	lexicon
moleskins	moleskin	PL	lexicon
molesting	molest	ING	lexicon
molested	molest	PAST	lexicon
molested	molest	PPART	lexicon
molests	molest	TSG	lexicon
molestations	molestation	PL	lexicon
molesters	molester	PL	lexicon
molls	moll	PL	lexicon
mollahs	mollah	PL	promoted
moller	molle	ER	promoted
molles	molle	PL	promoted
molletes	mollet	PL	promoted
mollies	mollie	PL	lexicon
mollifications	mollification	PL	lexicon
mollifying	mollify	ING	lexicon
mollified	mollify	PAST	lexicon
mollified	mollify	PPART	lexicon
mollifies	mollify	TSG	lexicon
molluscs	mollusc	PL	lexicon
molluscans	molluscan	PL	lexicon
mollusks	mollusk	PL	lexicon
molluskans	molluskan	PL	lexicon
mollies	molly	PL	lexicon
mollycoddling	mollycoddle	ING	lexicon
mollycoddled	mollycoddle	PAST	lexicon
mollycoddles	mollycoddle	PL	lexicon
mollycoddled	mollycoddle	PPART	lexicon
mollycoddles	mollycoddle	TSG	lexicon
molochs	moloch	PL	lexicon
molotovs	molotov	PL	promoted
molting	molt	ING	lexicon
molted	molt	PAST	lexicon
molts	molt	PL	lexicon
molted	molt	PPART	lexicon
molts	molt	TSG	lexicon
molters	molter	PL	lexicon
molybdenites	molybdenite	PL	lexicon
molybdenums	molybdenum	PL	lexicon
momming	mom	ING	promoted
moms	mom	PL	lexicon
moments	moment	PL	agid
momentarinesses	momentariness	PL	lexicon
momentousnesses	momentousness	PL	lexicon
momenta	momentum	PL	lexicon
momisms	momism	PL	lexicon
mommas	momma	PL	lexicon
mommer	momme	ER	promoted
mommies	mommie	PL	lexicon
mommies	mommy	PL	lexicon
monly	mon	LY	promoted
mons	mon	PL	promoted
monads	monad	PL	lexicon
monals	monal	PL	lexicon
monandries	monandry	PL	lexicon
monarchs	monarch	PL	lexicon
monarchisms	monarchism	PL	lexicon
monarchists	monarchist	PL	lexicon
monarchies	monarchy	PL	lexicon
monardas	monarda	PL	lexicon
monases	monas	PL	lexicon
monasteries	monastery	PL	lexicon
monastics	monastic	PL	lexicon
monasticisms	monasticism	PL	lexicon
monauls	monaul	PL	lexicon
monazites	monazite	PL	lexicon
moncks	monck	PL	promoted
monds	mond	PL	promoted
mondays	monday	PL	promoted
mones	mone	PL	promoted
monedas	moneda	PL	promoted
monerans	moneran	PL	lexicon
monerons	moneron	PL	lexicon
monetarisms	monetarism	PL	lexicon
monetarists	monetarist	PL	lexicon
monethly	moneth	LY	promoted
monetisations	monetisation	PL	lexicon
monetizations	monetization	PL	lexicon
monetizing	monetize	ING	lexicon
monetized	monetize	PAST	lexicon
monetized	monetize	PPART	lexicon
monetizes	monetize	TSG	lexicon
moneying	money	ING	promoted
moneys	money	PL	promoted
moneybags	moneybag	PL	lexicon
moneyed	moneye	PAST	promoted
moneyes	moneye	PL	promoted
moneygrubbers	moneygrubber	PL	lexicon
moneygrubbings	moneygrubbing	PL	lexicon
moneylenders	moneylender	PL	lexicon
moneylines	moneyline	PL	promoted
moneymakers	moneymaker	PL	lexicon
moneymakings	moneymaking	PL	lexicon
moneymen	moneyman	PL	lexicon
moneyworts	moneywort	PL	lexicon
mongering	monger	ING	lexicon
mongered	monger	PAST	lexicon
mongers	monger	PL	lexicon
mongered	monger	PPART	lexicon
mongers	monger	TSG	lexicon
mongoes	mongo	PL	lexicon
mongols	mongol	PL	promoted
mongolians	mongolian	PL	promoted
mongolisms	mongolism	PL	lexicon
mongoloids	mongoloid	PL	lexicon
mongooses	mongoose	PL	lexicon
mongrels	mongrel	PL	lexicon
mongrelizing	mongrelize	ING	lexicon
mongrelized	mongrelize	PAST	lexicon
mongrelized	mongrelize	PPART	lexicon
mongrelizes	mongrelize	TSG	lexicon
monickers	monicker	PL	lexicon
monier	monie	ER	promoted
monikered	moniker	PAST	promoted
monikers	moniker	PL	lexicon
monilias	monilia	PL	lexicon
moniliases	moniliasis	PL	lexicon
monisms	monism	PL	lexicon
monists	monist	PL	lexicon
monitis	moniti	PL	promoted
monitions	monition	PL	lexicon
monitoring	monitor	ING	lexicon
monitored	monitor	PAST	lexicon
monitors	monitor	PL	lexicon
monitored	monitor	PPART	lexicon
monitors	monitor	TSG	lexicon
monitories	monitory	PL	lexicon
monks	monk	PL	lexicon
monkes	monke	PL	promoted
monkeying	monkey	ING	lexicon
monkeyed	monkey	PAST	lexicon
monkeys	monkey	PL	lexicon
monkeyed	monkey	PPART	lexicon
monkeys	monkey	TSG	lexicon
monkeypods	monkeypod	PL	lexicon
monkeyshines	monkeyshine	PL	lexicon
monkshoods	monkshood	PL	lexicon
monnaies	monnaie	PL	promoted
monos	mono	PL	lexicon
monoamines	monoamine	PL	lexicon
monoblocks	monoblock	PL	promoted
monochromes	monochrome	PL	lexicon
monocled	monocle	PAST	promoted
monocles	monocle	PL	lexicon
monoclonals	monoclonal	PL	lexicon
monocots	monocot	PL	lexicon
monocotyledons	monocotyledon	PL	lexicon
monocracies	monocracy	PL	lexicon
monocropping	monocrop	ING	promoted
monoculars	monocular	PL	lexicon
monocycles	monocycle	PL	lexicon
monocytes	monocyte	PL	lexicon
monodispersed	monodisperse	PAST	promoted
monodists	monodist	PL	lexicon
monodies	monody	PL	lexicon
monogamists	monogamist	PL	lexicon
monogamies	monogamy	PL	lexicon
monogeneses	monogenesis	PL	lexicon
monogramming	monogram	ING	lexicon
monogrammed	monogram	PAST	lexicon
monograms	monogram	PL	lexicon
monogrammed	monogram	PPART	lexicon
monograms	monogram	TSG	lexicon
monographing	monograph	ING	lexicon
monographed	monograph	PAST	lexicon
monographs	monograph	PL	lexicon
monographed	monograph	PPART	lexicon
monographs	monograph	TSG	lexicon
monogynists	monogynist	PL	lexicon
monogynies	monogyny	PL	lexicon
monohulls	monohull	PL	promoted
monohydrated	monohydrate	PAST	promoted
monoids	monoid	PL	promoted
monokinis	monokini	PL	promoted
monolatries	monolatry	PL	lexicon
monolines	monoline	PL	promoted
monolinguals	monolingual	PL	lexicon
monoliths	monolith	PL	lexicon
monologs	monolog	PL	lexicon
monologists	monologist	PL	lexicon
monologuing	monologue	ING	promoted
monologues	monologue	PL	lexicon
monologuists	monologuist	PL	lexicon
monomanias	monomania	PL	lexicon
monomaniacs	monomaniac	PL	lexicon
monomers	monomer	PL	lexicon
mononucleoses	mononucleosis	PL	lexicon
monooxygenases	monooxygenase	PL	promoted
monophosphates	monophosphate	PL	promoted
monoplanes	monoplane	PL	lexicon
monopods	monopod	PL	promoted
monopoles	monopole	PL	promoted
monopolisations	monopolisation	PL	lexicon
monopolises	monopolise	PL	promoted
monopolists	monopolist	PL	lexicon
monopolizations	monopolization	PL	lexicon
monopolizing	monopolize	ING	lexicon
monopolized	monopolize	PAST	lexicon
monopolized	monopolize	PPART	lexicon
monopolizes	monopolize	TSG	lexicon
monopolizers	monopolizer	PL	lexicon
monopolies	monopoly	PL	lexicon
monopsonies	monopsony	PL	lexicon
monorails	monorail	PL	lexicon
monosaccharides	monosaccharide	PL	lexicon
monosemies	monosemy	PL	lexicon
monosyllables	monosyllable	PL	lexicon
monoterpenes	monoterpene	PL	promoted
monotheisms	monotheism	PL	lexicon
monotheists	monotheist	PL	lexicon
monotherapies	monotherapy	PL	promoted
monotoned	monotone	PAST	promoted
monotones	monotone	PL	lexicon
monotonousnesses	monotonousness	PL	lexicon
monotonies	monotony	PL	lexicon
monotremes	monotreme	PL	lexicon
monotypes	monotype	PL	lexicon
monoxides	monoxide	PL	lexicon
messeigneurs	monseigneur	PL	lexicon
messieurs	monsieur	PL	lexicon
monsignors	monsignor	PL	lexicon
monsoons	monsoon	PL	lexicon
monsters	monster	PL	lexicon
monsteras	monstera	PL	lexicon
monstrances	monstrance	PL	lexicon
monstres	monstre	PL	promoted
monstrosities	monstrosity	PL	lexicon
montly	mont	LY	promoted
monts	mont	PL	promoted
montaging	montage	ING	lexicon
montaged	montage	PAST	lexicon
montages	montage	PL	lexicon
montaged	montage	PPART	lexicon
montages	montage	TSG	lexicon
montanans	montanan	PL	promoted
monter	monte	ER	promoted
montes	monte	PL	lexicon
montezumas	montezuma	PL	promoted
months	month	PL	agid
monther	monthe	ER	promoted
monthes	monthe	PL	promoted
monthlies	monthly	PL	lexicon
monumenting	monument	ING	lexicon
monumented	monument	PAST	lexicon
monuments	monument	PL	lexicon
monumented	monument	PPART	lexicon
monuments	monument	TSG	lexicon
monumentalizing	monumentalize	ING	lexicon
monumentalized	monumentalize	PAST	lexicon
monumentalized	monumentalize	PPART	lexicon
monumentalizes	monumentalize	TSG	lexicon
mooing	moo	ING	lexicon
mooly	moo	LY	promoted
mooed	moo	PAST	lexicon
moos	moo	PL	lexicon
mooed	moo	PPART	lexicon
moos	moo	TSG	lexicon
mooching	mooch	ING	lexicon
mooched	mooch	PAST	lexicon
mooches	mooch	PL	lexicon
mooched	mooch	PPART	lexicon
mooches	mooch	TSG	lexicon
moochers	moocher	PL	lexicon
moods	mood	PL	agid
moodboards	moodboard	PL	promoted
mooded	moode	PAST	promoted
moodinesses	moodiness	PL	lexicon
moodier	moody	ER	lexicon
moodiest	moody	EST	lexicon
mools	mool	PL	promoted
moolahs	moolah	PL	lexicon
moollahs	moollah	PL	promoted
mooning	moon	ING	promoted
mooned	moon	PAST	promoted
moons	moon	PL	agid
moonbeams	moonbeam	PL	lexicon
moones	moone	PL	promoted
mooneyes	mooneye	PL	lexicon
moonflowers	moonflower	PL	lexicon
moonies	moonie	PL	promoted
moonlighting	moonlight	ING	lexicon
moonlighted	moonlight	PAST	lexicon
moonlights	moonlight	PL	lexicon
moonlighted	moonlight	PPART	lexicon
moonlights	moonlight	TSG	lexicon
moonlighters	moonlighter	PL	lexicon
moonlightings	moonlighting	PL	lexicon
moonrays	moonray	PL	promoted
moonscapes	moonscape	PL	lexicon
moonseeds	moonseed	PL	lexicon
moonshining	moonshine	ING	promoted
moonshines	moonshine	PL	lexicon
moonshiners	moonshiner	PL	lexicon
moonshots	moonshot	PL	lexicon
moonstones	moonstone	PL	lexicon
moonwalker	moonwalk	ER	promoted
moonwalking	moonwalk	ING	lexicon
moonwalked	moonwalk	PAST	lexicon
moonwalks	moonwalk	PL	lexicon
moonwalked	moonwalk	PPART	lexicon
moonwalks	moonwalk	TSG	lexicon
moonworts	moonwort	PL	lexicon
moonier	moony	ER	lexicon
mooniest	moony	EST	lexicon
mooring	moor	ING	lexicon
moored	moor	PAST	lexicon
moors	moor	PL	lexicon
moored	moor	PPART	lexicon
moors	moor	TSG	lexicon
moorages	moorage	PL	lexicon
moorcocks	moorcock	PL	lexicon
moorer	moore	ER	promoted
moores	moore	PL	promoted
moorhens	moorhen	PL	lexicon
moorings	mooring	PL	lexicon
moorlands	moorland	PL	lexicon
moorworts	moorwort	PL	lexicon
mooses	moose	PL	promoted
moosewoods	moosewood	PL	lexicon
mooter	moot	ER	lexicon
mootest	moot	EST	lexicon
mooting	moot	ING	lexicon
mooted	moot	PAST	lexicon
moots	moot	PL	lexicon
mooted	moot	PPART	lexicon
moots	moot	TSG	lexicon
moouing	mooue	ING	promoted
mooving	moove	ING	promoted
mopping	mop	ING	lexicon
mopped	mop	PAST	lexicon
mops	mop	PL	lexicon
mopped	mop	PPART	lexicon
mops	mop	TSG	lexicon
mopboards	mopboard	PL	lexicon
moping	mope	ING	lexicon
moped	mope	PAST	lexicon
mopes	mope	PL	lexicon
moped	mope	PPART	lexicon
mopes	mope	TSG	lexicon
mopeds	moped	PL	lexicon
mopers	moper	PL	lexicon
mopier	mopey	ER	lexicon
mopiest	mopey	EST	lexicon
moppets	moppet	PL	lexicon
mopier	mopy	ER	lexicon
mopiest	mopy	EST	lexicon
moquettes	moquette	PL	lexicon
moradas	morada	PL	promoted
moraines	moraine	PL	lexicon
morally	moral	LY	derivation
morales	morale	PL	lexicon
moralising	moralise	ING	lexicon
moralised	moralise	PAST	lexicon
moralised	moralise	PPART	lexicon
moralises	moralise	TSG	lexicon
moralists	moralist	PL	lexicon
moralities	morality	PL	lexicon
moralizations	moralization	PL	lexicon
moralizing	moralize	ING	lexicon
moralized	moralize	PAST	lexicon
moralized	moralize	PPART	lexicon
moralizes	moralize	TSG	lexicon
moralizers	moralizer	PL	lexicon
moralss	morals	PL	promoted
morasses	morass	PL	lexicon
moratoriums	moratorium	PL	lexicon
moravians	moravian	PL	promoted
morays	moray	PL	lexicon
morbidities	morbidity	PL	lexicon
morbidnesses	morbidness	PL	lexicon
morbos	morbo	PL	promoted
mordancies	mordancy	PL	lexicon
mordanting	mordant	ING	lexicon
mordanted	mordant	PAST	lexicon
mordants	mordant	PL	lexicon
mordanted	mordant	PPART	lexicon
mordants	mordant	TSG	lexicon
mordred	mordre	PAST	promoted
moring	more	ING	promoted
morely	more	LY	promoted
mored	more	PAST	promoted
morels	morel	PL	lexicon
morells	morell	PL	promoted
morellos	morello	PL	lexicon
morenos	moreno	PL	promoted
moresques	moresque	PL	promoted
moreyes	morey	PL	promoted
morgans	morgan	PL	promoted
morganites	morganite	PL	lexicon
morgens	morgen	PL	lexicon
morgues	morgue	PL	lexicon
moriens	morien	PL	promoted
morining	morin	ING	promoted
morions	morion	PL	lexicon
mormons	mormon	PL	promoted
morns	morn	PL	lexicon
mornes	morne	PL	promoted
mornings	morning	PL	agid
moros	moro	PL	promoted
moroccans	moroccan	PL	promoted
moroccos	morocco	PL	lexicon
morons	moron	PL	lexicon
moronities	moronity	PL	lexicon
moroser	morose	ER	lexicon
morosest	morose	EST	lexicon
morosely	morose	LY	promoted
morosenesses	moroseness	PL	lexicon
morpher	morph	ER	promoted
morphing	morph	ING	lexicon
morphed	morph	PAST	lexicon
morphs	morph	PL	lexicon
morphed	morph	PPART	lexicon
morphs	morph	TSG	lexicon
morphallaxes	morphallaxis	PL	lexicon
morphemes	morpheme	PL	lexicon
morphias	morphia	PL	lexicon
morphines	morphine	PL	lexicon
morphings	morphing	PL	lexicon
morpholinos	morpholino	PL	promoted
morphologies	morphology	PL	lexicon
morphometrics	morphometric	PL	promoted
morphophonemes	morphophoneme	PL	lexicon
morrowed	morrow	PAST	promoted
morrows	morrow	PL	lexicon
morss	mors	PL	promoted
morses	morse	PL	promoted
morseling	morsel	ING	lexicon
morseled	morsel	PAST	lexicon
morsels	morsel	PL	lexicon
morseled	morsel	PPART	lexicon
morsels	morsel	TSG	lexicon
mortals	mortal	PL	lexicon
mortales	mortale	PL	promoted
mortalis	mortali	PL	promoted
mortalities	mortality	PL	lexicon
mortaring	mortar	ING	lexicon
mortared	mortar	PAST	lexicon
mortars	mortar	PL	lexicon
mortared	mortar	PPART	lexicon
mortars	mortar	TSG	lexicon
mortarboards	mortarboard	PL	lexicon
mortes	morte	PL	promoted
mortgaging	mortgage	ING	lexicon
mortgaged	mortgage	PAST	lexicon
mortgages	mortgage	PL	lexicon
mortgaged	mortgage	PPART	lexicon
mortgages	mortgage	TSG	lexicon
mortgagees	mortgagee	PL	lexicon
mortgagers	mortgager	PL	lexicon
mortgagors	mortgagor	PL	lexicon
morticing	mortice	ING	lexicon
morticed	mortice	PAST	lexicon
mortices	mortice	PL	lexicon
morticed	mortice	PPART	lexicon
mortices	mortice	TSG	lexicon
morticians	mortician	PL	lexicon
mortifications	mortification	PL	lexicon
mortifying	mortify	ING	lexicon
mortified	mortify	PAST	lexicon
mortified	mortify	PPART	lexicon
mortifies	mortify	TSG	lexicon
mortiser	mortise	ER	promoted
mortising	mortise	ING	lexicon
mortised	mortise	PAST	lexicon
mortises	mortise	PL	lexicon
mortised	mortise	PPART	lexicon
mortises	mortise	TSG	lexicon
mortmains	mortmain	PL	lexicon
mortons	morton	PL	promoted
mortuaries	mortuary	PL	lexicon
mortuis	mortui	PL	promoted
mosaicking	mosaic	ING	lexicon
mosaicked	mosaic	PAST	lexicon
mosaics	mosaic	PL	lexicon
mosaicked	mosaic	PPART	lexicon
mosaics	mosaic	TSG	lexicon
moseying	mosey	ING	lexicon
moseyed	mosey	PAST	lexicon
moseyed	mosey	PPART	lexicon
moseys	mosey	TSG	lexicon
mosfets	mosfet	PL	promoted
mosher	mosh	ER	promoted
moshing	mosh	ING	lexicon
moshed	mosh	PAST	lexicon
moshed	mosh	PPART	lexicon
moshes	mosh	TSG	lexicon
moshier	moshi	ER	promoted
mosier	mosi	ER	promoted
mosks	mosk	PL	promoted
moslems	moslem	PL	promoted
mosques	mosque	PL	agid
mosquitoes	mosquito	PL	lexicon
mossing	moss	ING	lexicon
mossed	moss	PAST	lexicon
mosses	moss	PL	lexicon
mossed	moss	PPART	lexicon
mosses	moss	TSG	lexicon
mossbacks	mossback	PL	lexicon
mossier	mossy	ER	lexicon
mossiest	mossy	EST	lexicon
mostest	most	EST	promoted
mosting	most	ING	promoted
mostly	most	LY	derivation
moster	moste	ER	promoted
mosted	moste	PAST	promoted
motly	mot	LY	promoted
mots	mot	PL	lexicon
motas	mota	PL	promoted
moter	mote	ER	promoted
moted	mote	PAST	promoted
motes	mote	PL	lexicon
motels	motel	PL	lexicon
motets	motet	PL	lexicon
motettes	motett	PL	promoted
moths	moth	PL	lexicon
mothballing	mothball	ING	lexicon
mothballed	mothball	PAST	lexicon
mothballs	mothball	PL	lexicon
mothballed	mothball	PPART	lexicon
mothballs	mothball	TSG	lexicon
mothering	mother	ING	promoted
mothered	mother	PAST	promoted
mothers	mother	PL	agid
motherboards	motherboard	PL	lexicon
motherfuckers	motherfucker	PL	lexicon
motherhoods	motherhood	PL	lexicon
motherlands	motherland	PL	lexicon
motherlinesses	motherliness	PL	lexicon
motherships	mothership	PL	promoted
motherworts	motherwort	PL	lexicon
mothproofing	mothproof	ING	lexicon
mothproofed	mothproof	PAST	lexicon
mothproofed	mothproof	PPART	lexicon
mothproofs	mothproof	TSG	lexicon
motifs	motif	PL	lexicon
motiles	motile	PL	lexicon
motilities	motility	PL	lexicon
motions	motion	PL	agid
motionlessnesses	motionlessness	PL	lexicon
motivating	motivate	ING	lexicon
motivated	motivate	PAST	lexicon
motivated	motivate	PPART	lexicon
motivates	motivate	TSG	lexicon
motivations	motivation	PL	lexicon
motivators	motivator	PL	lexicon
motiving	motive	ING	lexicon
motived	motive	PAST	lexicon
motives	motive	PL	lexicon
motived	motive	PPART	lexicon
motives	motive	TSG	lexicon
motivities	motivity	PL	lexicon
motlier	motley	ER	lexicon
motliest	motley	EST	lexicon
motleys	motley	PL	lexicon
motmots	motmot	PL	lexicon
motocrosser	motocross	ER	promoted
motocrosses	motocross	PL	lexicon
motoring	motor	ING	lexicon
motored	motor	PAST	lexicon
motors	motor	PL	lexicon
motored	motor	PPART	lexicon
motors	motor	TSG	lexicon
motorbiking	motorbike	ING	lexicon
motorbiked	motorbike	PAST	lexicon
motorbikes	motorbike	PL	lexicon
motorbiked	motorbike	PPART	lexicon
motorbikes	motorbike	TSG	lexicon
motorboating	motorboat	ING	promoted
motorboats	motorboat	PL	lexicon
motorbuses	motorbus	PL	lexicon
motorcading	motorcade	ING	lexicon
motorcaded	motorcade	PAST	lexicon
motorcades	motorcade	PL	lexicon
